"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.00922721716256952,176,32.6182126696833,61,34
"2",3536,0.00950018240350215,183,33.5831447963801,67,30
"3",3536,0.00878992876663232,171,31.0723981900452,55,28
"4",3536,0.00865248612773365,177,30.5865384615385,62,29
"5",3536,0.00703053498627174,136,24.8529411764706,47,39
"6",3536,0.00780574987039751,166,27.5933257918552,50,37
"7",3536,0.00867280651788514,205,30.658371040724,56,23
"8",3536,0.00793695238948588,171,28.0571266968326,62,20
"9",3536,0.00900369287090312,193,31.8280542986425,62,31
"10",3536,0.00791647199626233,182,27.9847285067873,52,25
