"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.00844304210640844,169,29.8461538461538,62,37,0.121901200290539
"2",3536,0.00874112782965433,210,30.8998868778281,65,19,0.137331593179344
"3",3536,0.00860944530134979,196,30.4343891402715,61,24,0.147862136644002
"4",3536,0.00864896606014835,159,30.5740950226244,67,25,0.15818368969195
"5",3536,0.00716509756987334,154,25.3286199095023,57,16,0.149936349687334
"6",3536,0.00851408347040263,186,30.0972850678733,68,21,0.149916161417018
"7",3536,0.0086577662291116,186,30.6052036199095,62,31,0.146901631162567
"8",3536,0.00819327731092437,165,28.9632352941176,60,26,0.140546909972561
"9",3536,0.00873104763611461,209,30.8642533936652,60,32,0.120527743257271
"10",3536,0.00909553463426498,213,32.1527149321267,67,19,0.150043479621048
