"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.00831295129512951,489,83.1212,45,39,0.157561144421163
"2",10000,0.00752781278127813,461,75.2706,40,40,0.152818444131699
"3",10000,0.0076019201920192,452,76.0116,41,33,0.153449579496315
"4",10000,0.00828638863886389,486,82.8556,44,32,0.155511592548039
"5",10000,0.00818773877387739,473,81.8692,40,37,0.160583316002269
"6",10000,0.00792303230323032,465,79.2224,37,44,0.154356776783148
"7",10000,0.00838161816181618,472,83.8078,46,36,0.169992563182898
"8",10000,0.0085002100210021,500,84.9936,56,43,0.16025746310713
"9",10000,0.0076048804880488,472,76.0412,34,49,0.142747835602399
"10",10000,0.00792411241124112,440,79.2332,46,31,0.176098102116975
