"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0114438997228747,229,40.454185520362,68,20,0.151424145811177
"2",3536,0.0120208708007194,246,42.493778280543,72,31,0.154679555358686
"3",3536,0.0105974834716827,210,37.4621040723982,69,23,0.167368094525213
"4",3536,0.0102976377146441,247,36.402149321267,72,40,0.0993962655921229
"5",3536,0.0120517513936268,271,42.6029411764706,66,26,0.138337513382699
"6",3536,0.0115373415169571,212,40.7845022624434,78,20,0.175299102120316
"7",3536,0.0109362099752315,205,38.6595022624434,72,25,0.161728509115899
"8",3536,0.00963202493487875,177,34.0492081447964,65,22,0.158320302633421
"9",3536,0.0105018016345914,198,37.1238687782805,56,19,0.176461521021232
"10",3536,0.00952642290731982,213,33.6759049773756,54,21,0.149646242958943
