"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0102304364243793,194,36.164592760181,67,18
"2",3536,0.010598283487043,210,37.4649321266968,64,29
"3",3536,0.0115167011206615,230,40.7115384615385,70,20
"4",3536,0.0126439227633171,270,44.6962669683258,82,25
"5",3536,0.01083972812278,225,38.3184389140271,76,27
"6",3536,0.0109691706080757,224,38.7760180995475,63,23
"7",3536,0.0107578065498858,209,38.0288461538462,70,21
"8",3536,0.0120818319711738,215,42.7092760180995,80,26
"9",3536,0.00960034432661107,204,33.9372171945701,57,24
"10",3536,0.0114054989855805,226,40.3184389140271,76,19
