"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0110581323161405,221,39.0904977375566,74,21
"2",3536,0.0120963922507312,235,42.7607466063348,70,21
"3",3536,0.0132311340377735,255,46.7720588235294,85,22
"4",3536,0.0122480751630431,228,43.2969457013575,68,21
"5",3536,0.0127858454882334,257,45.197963800905,77,24
"6",3536,0.0114995807919512,205,40.6510180995475,69,34
"7",3536,0.012500080001536,232,44.1877828054299,71,27
"8",3536,0.0124189584440021,246,43.9010180995475,71,24
"9",3536,0.0125674412948729,230,44.4259049773756,78,21
"10",3536,0.0129455285541482,241,45.762443438914,82,23
