"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.00796095285029473,173,28.1419683257919,62,25
"2",3536,0.00762638642661939,167,26.9592760180995,55,28
"3",3536,0.00873472770677197,169,30.8772624434389,65,41
"4",3536,0.00719613816585278,145,25.4383484162896,49,19
"5",3536,0.00854048397729236,175,30.1906108597285,52,22
"6",3536,0.00816879684089935,161,28.8766968325792,61,20
"7",3536,0.00786415099169904,162,27.7997737556561,56,21
"8",3536,0.00792447214986528,158,28.0130090497738,53,25
"9",3536,0.00852224362707764,198,30.1261312217195,57,29
"10",3536,0.00889041069588536,201,31.4276018099548,58,20
