"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0159364659801468,257,56.335407239819,76,20
"2",3536,0.0161700704653529,257,57.1611990950226,86,25
"3",3536,0.0183733127676051,257,64.9496606334842,97,23
"4",3536,0.0175419368051867,306,62.0107466063348,83,33
"5",3536,0.0166350393927563,275,58.8048642533937,84,23
"6",3536,0.0180024256465724,274,63.6385746606335,97,21
"7",3536,0.0166515197091784,271,58.8631221719457,87,23
"8",3536,0.0178318623717575,300,63.0356334841629,88,20
"9",3536,0.0168604837212874,284,59.6018099547511,88,34
"10",3536,0.0172192106088437,270,60.8699095022624,83,18
