"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0130954514326675,235,46.2924208144796,73,27
"2",3536,0.0114634200976659,220,40.5231900452489,70,24
"3",3536,0.0133916171190487,236,47.3393665158371,76,37
"4",3536,0.0131560925969779,258,46.5067873303167,69,22
"5",3536,0.0130109698106204,223,45.993778280543,93,27
"6",3536,0.0126847235466921,212,44.8404977375566,77,36
"7",3536,0.0137252235242917,257,48.518665158371,88,26
"8",3536,0.011059572343789,204,39.0955882352941,67,19
"9",3536,0.0131248919979264,252,46.3964932126697,82,23
"10",3536,0.0136970629836093,234,48.4191176470588,82,24
