"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0088528099739515,218,31.2946832579186,69,28,0.138152617064191
"2",3536,0.00815935665964787,184,28.8433257918552,47,22,0.135133983483816
"3",3536,0.00856224439509239,177,30.2675339366516,64,30,0.127292537856688
"4",3536,0.00790415175971379,185,27.9411764705882,45,33,0.097520832765083
"5",3536,0.00785679085038433,142,27.7737556561086,51,21,0.161130743417461
"6",3536,0.00913729543607237,224,32.3003393665158,54,22,0.122169790247504
"7",3536,0.00780478985196516,182,27.5899321266968,52,22,0.149439458959572
"8",3536,0.00872304748251166,205,30.8359728506787,53,31,0.140519646744386
"9",3536,0.00824623832777589,162,29.1504524886878,58,28,0.154902230719124
"10",3536,0.00854704410324678,189,30.2138009049774,59,22,0.129477213613762
