"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0120141506716929,237,42.4700226244344,72,24,0.158618614973605
"2",3536,0.0122731956453564,224,43.3857466063348,72,23,0.17508777102614
"3",3536,0.012114792604018,237,42.8257918552036,65,18,0.171151756216267
"4",3536,0.0121304729050798,223,42.881221719457,77,26,0.179559597457984
"5",3536,0.0135016992326253,239,47.7285067873303,78,29,0.183815569769561
"6",3536,0.0130580107138057,228,46.1600678733032,74,19,0.179760296952803
"7",3536,0.0130050496969542,227,45.972850678733,75,19,0.188610554163727
"8",3536,0.0118317471695457,224,41.8252262443439,61,27,0.177557767737221
"9",3536,0.0129925694573336,251,45.9287330316742,70,23,0.166451150560279
"10",3536,0.0134530582987193,243,47.5565610859729,68,24,0.18450811780401
