"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0117175049760955,219,41.4213800904977,63,19,0.179411815299985
"2",3536,0.0108394081166358,209,38.3173076923077,59,21,0.171015531905642
"3",3536,0.012036231095637,232,42.5480769230769,75,24,0.165237677025167
"4",3536,0.0129012077031879,221,45.6057692307692,76,23,0.190788590526449
"5",3536,0.0137322636594623,269,48.5435520361991,73,29,0.143516393526067
"6",3536,0.0118184669145648,223,41.7782805429864,75,23,0.174728469406645
"7",3536,0.0144463573700615,289,51.0678733031674,92,41,0.144079519864545
"8",3536,0.0123352768373153,242,43.6052036199095,77,27,0.176200391281743
"9",3536,0.0122053543428034,216,43.14592760181,74,17,0.185244151754806
"10",3536,0.0118143068346912,220,41.7635746606335,68,32,0.167504174356782
