"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0178153820553355,289,62.9773755656109,90,17,0.182585055070839
"2",3536,0.0169427253003258,243,59.8925339366516,96,23,0.240627306391686
"3",3536,0.0172881719329011,287,61.1136877828054,83,25,0.185388193236797
"4",3536,0.0170433672326509,257,60.2483031674208,84,25,0.217915743363314
"5",3536,0.0176398586852868,255,62.3569004524887,96,22,0.234156100135038
"6",3536,0.0162887927448207,276,57.5808823529412,80,30,0.182901768489387
"7",3536,0.0181526685312358,317,64.1696832579185,100,25,0.162764574437674
"8",3536,0.0177227402766133,269,62.6498868778281,92,30,0.206274398632191
"9",3536,0.016856483644486,244,59.5876696832579,84,22,0.233244386684393
"10",3536,0.0176016179510647,259,62.2217194570136,95,23,0.226905900598808
