"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",5000,0.00909581916383277,285,45.47,34,34,0.151120028763756
"2",5000,0.00759391878375675,242,37.962,37,31,0.151262169131687
"3",5000,0.00753430686137227,257,37.664,44,25,0.136590764623715
"4",5000,0.00853274654930986,270,42.6552,37,30,0.138074158162051
"5",5000,0.00864068813762753,252,43.1948,42,39,0.158071277757695
"6",5000,0.0078871774354871,251,39.428,34,27,0.151277515521231
"7",5000,0.00754366873374675,294,37.7108,33,31,0.115635423321309
"8",5000,0.00787413482696539,246,39.3628,44,25,0.160075464651702
"9",5000,0.00856611322264453,289,42.822,36,37,0.122967812841718
"10",5000,0.007850050010002,253,39.2424,34,28,0.139997262009019
