"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0129815292453615,233,45.8897058823529,80,26
"2",3536,0.0127239242993465,242,44.97907239819,75,22
"3",3536,0.0123042362413358,254,43.4954751131222,70,20
"4",3536,0.0122699955839152,209,43.3744343891403,76,29
"5",3536,0.0125740014208273,216,44.4490950226244,70,18
"6",3536,0.0130663308735528,239,46.189479638009,76,31
"7",3536,0.01236983750088,252,43.7273755656109,71,25
"8",3536,0.0135050592971385,239,47.7403846153846,85,25
"9",3536,0.0136900228484387,245,48.3942307692308,78,30
"10",3536,0.0121413531139798,224,42.9196832579185,68,23
