"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0170484873309568,272,60.2664027149321,87,26,0.183489907797456
"2",3536,0.0175609771707617,255,62.0780542986425,98,24,0.232897136060893
"3",3536,0.015774062862007,252,55.7613122171946,78,19,0.21238295355955
"4",3536,0.0170174467349773,255,60.1566742081448,92,21,0.223652606714
"5",3536,0.0175505769710778,266,62.0412895927602,88,21,0.208047320070167
"6",3536,0.0177853014777884,278,62.8710407239819,92,22,0.20722195857513
"7",3536,0.0177800213764104,273,62.8523755656109,95,26,0.203128283189911
"8",3536,0.0169889661881508,257,60.0559954751131,92,18,0.222321781282295
"9",3536,0.0173030522186026,276,61.1662895927602,100,27,0.196322889646345
"10",3536,0.0177387405838192,282,62.7064479638009,87,22,0.203643983397452
