"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0109464501718433,195,38.6957013574661,65,20,0.161185573761948
"2",3536,0.0117829462325677,210,41.6527149321267,76,22,0.167568551861711
"3",3536,0.0121117525456489,195,42.8150452488688,77,30,0.206444581348698
"4",3536,0.00991411035091874,187,35.0463800904977,62,19,0.174233647618107
"5",3536,0.0121317529296562,219,42.8857466063348,70,17,0.160133400483287
"6",3536,0.0111856547645715,198,39.5412895927602,73,19,0.157198353381437
"7",3536,0.0110235716525757,193,38.9683257918552,67,23,0.172171740241329
"8",3536,0.0118895082785589,204,42.0294117647059,73,22,0.177886185051809
"9",3536,0.0140613899786876,269,49.7070135746606,81,29,0.160043385618648
"10",3536,0.0107787669523255,194,38.1029411764706,73,28,0.177978412849993
