"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0249651193302911,357,88.2516968325792,108,31,0.235045488856408
"2",3536,0.0256688128412066,329,90.7392533936652,110,26,0.265947769689164
"3",3536,0.0251707232778869,351,88.9785067873303,115,28,0.239285510143186
"4",3536,0.023944779739771,351,84.6447963800905,112,21,0.229119828105098
"5",3536,0.0255364903006138,352,90.2714932126697,115,28,0.250056779520737
"6",3536,0.0232914871965542,329,82.335407239819,96,20,0.236046460844496
"7",3536,0.0243929483446082,347,86.22907239819,111,19,0.244384985173626
"8",3536,0.0265400295685677,348,93.8190045248869,121,32,0.264295606299522
"9",3536,0.0261725025120482,390,92.5197963800905,101,26,0.220373302977084
"10",3536,0.0235116514237073,337,83.1136877828054,104,21,0.238308724832712
