"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0160255876912837,243,56.6504524886878,89,22
"2",3536,0.0174758555364263,273,61.777149321267,90,22
"3",3536,0.0175083361600543,292,61.8919683257919,92,18
"4",3536,0.01731217239371,255,61.1985294117647,92,19
"5",3536,0.018107227658771,287,64.0090497737557,92,20
"6",3536,0.0178009817788502,276,62.9264705882353,98,17
"7",3536,0.0168843241790242,265,59.6860859728507,96,33
"8",3536,0.0175774574871838,279,62.1363122171946,87,21
"9",3536,0.017667539216753,268,62.4547511312217,92,21
"10",3536,0.0165143970764239,252,58.3783936651584,82,21
