"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0119725498729576,228,42.322963800905,77,24,0.167181163267796
"2",3536,0.0125728813993229,236,44.4451357466063,83,25,0.161834051827185
"3",3536,0.0119605496425531,240,42.2805429864253,75,24,0.159153227402326
"4",3536,0.013330175939378,235,47.1221719457014,77,19,0.178038817180544
"5",3536,0.0139618680678669,270,49.3552036199095,75,25,0.160746265324972
"6",3536,0.0127076039859965,251,44.9213800904977,76,25,0.153292314091341
"7",3536,0.0138877866455036,246,49.0933257918552,82,32,0.170527003610904
"8",3536,0.0126180022656435,235,44.6046380090498,67,26,0.186265856073201
"9",3536,0.012784885469801,250,45.1945701357466,73,22,0.167020401727764
"10",3536,0.0129032877431247,245,45.6131221719457,76,25,0.158678485738775
