"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0248279966975366,345,87.7669683257919,104,22
"2",3536,0.025840976146742,347,91.347850678733,116,28
"3",3536,0.0264965087329677,400,93.6651583710407,113,25
"4",3536,0.0255104097998682,349,90.1792986425339,117,22
"5",3536,0.0256707328780713,355,90.7460407239819,109,23
"6",3536,0.026695392551537,360,94.3682126696833,111,20
"7",3536,0.0252897655634988,338,89.3993212669683,117,22
"8",3536,0.0250577611090133,368,88.579185520362,105,19
"9",3536,0.0243591876964038,339,86.1097285067873,106,21
"10",3536,0.0253041658399841,388,89.4502262443439,111,29
