"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0138369056685888,259,48.9134615384615,81,24
"2",3536,0.0120917521616415,230,42.7443438914027,70,17
"3",3536,0.0118359072494192,234,41.8399321266968,60,15
"4",3536,0.0126984838108892,262,44.8891402714932,74,31
"5",3536,0.0131236119733499,265,46.3919683257919,73,26
"6",3536,0.0127112840566539,245,44.9343891402715,80,33
"7",3536,0.0127200842256171,235,44.9654977375566,72,25
"8",3536,0.0127372045543274,258,45.0260180995475,61,18
"9",3536,0.0136946629375284,259,48.4106334841629,81,17
"10",3536,0.0124434389140271,233,43.987556561086,72,26
