"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.00751917191719172,469,75.1842,37,30,0.145480735190403
"2",10000,0.00793147314731473,472,79.3068,46,43,0.161942760427981
"3",10000,0.00768246824682468,482,76.817,43,34,0.144003142758564
"4",10000,0.00784782478247825,491,78.4704,37,32,0.148235996596393
"5",10000,0.00856259625962596,521,85.6174,39,51,0.150915153155274
"6",10000,0.00834559455945595,488,83.4476,46,39,0.165892044111351
"7",10000,0.00835967596759676,481,83.5884,32,34,0.160632189537028
"8",10000,0.00803238323832383,470,80.3158,38,32,0.15998211546729
"9",10000,0.00802874287428743,502,80.2794,45,37,0.150972421363737
"10",10000,0.00803160316031603,473,80.308,41,47,0.161197986108032
