"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0133639365875825,250,47.2415158371041,73,26
"2",3536,0.014333715207332,276,50.6696832579185,80,21
"3",3536,0.0124231185238757,238,43.9157239819005,68,21
"4",3536,0.012141993126268,224,42.9219457013575,74,23
"5",3536,0.0113874186384379,221,40.2545248868778,69,21
"6",3536,0.0110061313177213,202,38.9066742081448,67,15
"7",3536,0.012692563697223,232,44.8682126696833,63,23
"8",3536,0.0131992934264338,266,46.6595022624434,84,22
"9",3536,0.0136509820988563,248,48.256221719457,80,21
"10",3536,0.0135080993555076,260,47.7511312217195,82,35
