"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0113509379380084,213,40.1255656108597,68,21
"2",3536,0.0119474293906443,249,42.2341628959276,74,31
"3",3536,0.0110926929797052,215,39.2126696832579,71,24
"4",3536,0.0103749191984486,193,36.6753393665158,66,23
"5",3536,0.0104072398190045,222,36.789592760181,66,24
"6",3536,0.0113779784571864,239,40.2211538461538,67,25
"7",3536,0.00960850448328608,184,33.9660633484163,59,19
"8",3536,0.01119253489667,222,39.5656108597285,74,24
"9",3536,0.0111285336678464,209,39.3393665158371,76,26
"10",3536,0.0100715533738248,215,35.6029411764706,56,21
