"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0244863901386907,359,86.5593891402715,98,18
"2",3536,0.0250755214500118,363,88.6419683257919,108,17
"3",3536,0.023304607448463,332,82.3817873303167,101,26
"4",3536,0.0247627154441365,364,87.5361990950226,99,26
"5",3536,0.0260694605336422,356,92.1555429864253,106,23
"6",3536,0.026367226250744,377,93.2081447963801,117,32
"7",3536,0.0257694547735317,341,91.0950226244344,111,20
"8",3536,0.0250712013670662,346,88.6266968325792,112,21
"9",3536,0.0233108475682733,320,82.4038461538462,98,18
"10",3536,0.0277158921451292,381,97.9756787330317,117,26
