"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0109030893393153,213,38.5424208144796,68,26
"2",3536,0.0119325491049428,224,42.1815610859729,78,19
"3",3536,0.0109187696403771,227,38.597850678733,69,21
"4",3536,0.0110282117416654,244,38.9847285067873,67,18
"5",3536,0.0111075732654067,230,39.2652714932127,69,25
"6",3536,0.00963826505468905,208,34.0712669683258,60,15
"7",3536,0.0105082017574737,211,37.1464932126697,51,19
"8",3536,0.0124941598878698,245,44.1668552036199,75,32
"9",3536,0.0100467528976556,187,35.5152714932127,64,24
"10",3536,0.0111507740948626,233,39.4179864253394,78,27
