"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",20000,0.00620110005500275,844,124.0158,61,NA,0.139124417113251
"2",20000,0.00618602430121506,867,123.7143,67,NA,0.127507893352499
"3",20000,0.00613745187259363,840,122.7429,63,NA,0.133547413940001
"4",20000,0.00628985449272464,817,125.7908,55,NA,0.144287653387187
"5",20000,0.00601899094954748,832,120.3738,60,NA,0.133855673939934
"6",20000,0.00613265163258163,855,122.6469,61,NA,0.136841769684271
"7",20000,0.00610143007150358,784,122.0225,56,NA,0.146913059734226
"8",20000,0.00610414020701035,798,122.0767,54,NA,0.146435995514669
"9",20000,0.00609334966748337,843,121.8609,56,NA,0.132470395030406
"10",20000,0.00603647182359118,811,120.7234,62,NA,0.137133806561103
