"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",20000,0.00444977748887444,790,88.9911,60,NA,0.104119870106132
"2",20000,0.00449240462023101,801,89.8436,63,NA,0.106789850076268
"3",20000,0.00420442522126106,764,84.0843,57,NA,0.104711700856505
"4",20000,0.00414329716485824,686,82.8618,55,NA,0.111910928880125
"5",20000,0.00386308315415771,698,77.2578,43,NA,0.105495589418672
"6",20000,0.00424053702685134,744,84.8065,50,NA,0.108434565015184
"7",20000,0.00417784389219461,723,83.5527,64,NA,0.114460396471633
"8",20000,0.00385121756087804,704,77.0205,54,NA,0.101810199655456
"9",20000,0.00419909495474774,746,83.9777,48,NA,0.105542247993041
"10",20000,0.00454921746087304,790,90.9798,65,NA,0.108894655559759
