"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0171617695059745,261,60.6668552036199,90,23
"2",3536,0.0173875338406497,264,61.4649321266968,89,27
"3",3536,0.0172811317977305,270,61.0888009049774,89,21
"4",3536,0.0186561981990054,305,65.9496606334842,94,25
"5",3536,0.0167160009472182,253,59.0910633484163,84,25
"6",3536,0.018405473385089,280,65.0633484162896,104,29
"7",3536,0.0167745620715918,259,59.2980769230769,83,23
"8",3536,0.0169254449685434,249,59.8314479638009,98,22
"9",3536,0.0170116866243832,256,60.1363122171946,90,23
"10",3536,0.0164979167600018,262,58.3201357466063,90,27
