"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.0057968396839684,518,57.9626,49,35,0.102700240155279
"2",10000,0.00525634563456346,409,52.5582,45,34,0.12113008940183
"3",10000,0.00487216721672167,414,48.7168,43,35,0.11402212827269
"4",10000,0.00463700370037004,397,46.3654,33,40,0.115399894541639
"5",10000,0.00470919091909191,375,47.0872,34,31,0.11739937984194
"6",10000,0.00455751575157516,409,45.5706,35,35,0.108178223574613
"7",10000,0.00499317931793179,411,49.9268,52,56,0.112539000653194
"8",10000,0.00519133913391339,395,51.9082,43,35,0.127963913991146
"9",10000,0.00448460846084608,415,44.8416,33,39,0.0993492604057213
"10",10000,0.00493443344334433,432,49.3394,29,52,0.105429265895769
