"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0100190723661894,183,35.4174208144796,65,26
"2",3536,0.0104608408481443,211,36.97907239819,73,28
"3",3536,0.00997955160739086,180,35.2777149321267,59,42
"4",3536,0.0103187581201559,204,36.4768099547511,65,22
"5",3536,0.0107109256497725,227,37.8631221719457,60,28
"6",3536,0.0102273963660102,212,36.1538461538462,59,27
"7",3536,0.0104009996991942,248,36.7675339366516,66,29
"8",3536,0.0111862947768597,212,39.5435520361991,77,24
"9",3536,0.0106002035239077,203,37.4717194570136,66,20
"10",3536,0.0100664332755189,198,35.5848416289593,69,18
