"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.0118867286728673,672,118.8554,53,56,0.16819580349199
"2",10000,0.0108271827182718,602,108.261,27,34,0.176179067254492
"3",10000,0.0113351535153515,623,113.3402,40,59,0.177562675930123
"4",10000,0.011182898289829,641,111.8178,48,29,0.172511778197042
"5",10000,0.0114899089908991,705,114.8876,40,50,0.149148722699138
"6",10000,0.0116720872087209,653,116.7092,48,39,0.175691862206471
"7",10000,0.0127636363636364,691,127.6236,39,52,0.174544070091608
"8",10000,0.0122496849684968,660,122.4846,48,36,0.179010743288343
"9",10000,0.0109876187618762,624,109.8652,29,36,0.169336003043915
"10",10000,0.0125783778377838,673,125.7712,44,45,0.181676338118473
