"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.00789215152930936,165,27.8987556561086,59,22
"2",3536,0.00960434440341255,196,33.9513574660633,65,29
"3",3536,0.00778318943723719,163,27.5135746606335,57,32
"4",3536,0.00804447445390952,168,28.4372171945701,57,30
"5",3536,0.00808287519120367,169,28.572963800905,57,18
"6",3536,0.00898561252376046,172,31.7641402714932,62,25
"7",3536,0.00765390695501354,178,27.0565610859729,43,24
"8",3536,0.0083452802293804,160,29.5005656108597,65,17
"9",3536,0.00776142901943717,152,27.4366515837104,49,18
"10",3536,0.00808799528950956,176,28.5910633484163,55,21
