"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.0035983598359836,324,35.98,46,41,0.103913724437784
"2",10000,0.00381852185218522,353,38.1814,51,36,0.105884069898865
"3",10000,0.00383852385238524,345,38.3814,45,47,0.102081213846174
"4",10000,0.00365990599059906,296,36.5954,44,45,0.116258046645674
"5",10000,0.00366126612661266,342,36.609,48,42,0.0939682918862274
"6",10000,0.00384042404240424,351,38.4004,42,39,0.098870288205921
"7",10000,0.0037017301730173,338,37.0136,46,33,0.103480921226996
"8",10000,0.00361394139413941,301,36.1358,48,43,0.117258649824964
"9",10000,0.00360678067806781,356,36.0642,36,56,0.0979462529934511
"10",10000,0.00378577857785779,360,37.854,44,29,0.099332307114202
