"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.00914721562654003,171,32.335407239819,65,24,0.169113991958223
"2",3536,0.0087459279218161,184,30.9168552036199,62,24,0.147913246870614
"3",3536,0.00824607832470383,188,29.1498868778281,48,26,0.118948700092562
"4",3536,0.00868800680973075,177,30.7121040723982,53,30,0.144480580755878
"5",3536,0.00843296191286873,171,29.8105203619909,66,28,0.130095145616221
"6",3536,0.00817695699757435,201,28.9055429864253,50,28,0.126737930290499
"7",3536,0.00927697811797987,195,32.7941176470588,74,28,0.106872150678
"8",3536,0.00787135112994169,161,27.8252262443439,53,22,0.165151415417007
"9",3536,0.0085188835625644,179,30.1142533936652,59,30,0.130720581203271
"10",3536,0.00787887127432847,156,27.8518099547511,50,22,0.141198601796724
