"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0120331910372679,233,42.5373303167421,78,17
"2",3536,0.0119533495043105,227,42.2550904977376,69,18
"3",3536,0.0138669862461359,269,49.0197963800905,72,21
"4",3536,0.0140714701722273,255,49.7426470588235,80,30
"5",3536,0.0132882551344986,278,46.9739819004525,71,17
"6",3536,0.0132725748334368,262,46.9185520361991,79,23
"7",3536,0.0114667801621791,222,40.5350678733032,58,28
"8",3536,0.0130160899089263,260,46.0118778280543,79,27
"9",3536,0.0112050151362906,215,39.6097285067873,67,24
"10",3536,0.0130039296754498,221,45.9688914027149,74,22
