"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0247430350662733,330,87.466628959276,105,23
"2",3536,0.0244742299052142,338,86.5164027149321,110,29
"3",3536,0.0240057409102255,344,84.8602941176471,100,20
"4",3536,0.0254481686048372,405,89.9592760180995,109,18
"5",3536,0.0244495894321171,346,86.4292986425339,107,29
"6",3536,0.0247270347590674,349,87.4100678733032,114,23
"7",3536,0.0249943998924779,361,88.3552036199095,117,28
"8",3536,0.0258907371021524,347,91.5237556561086,107,20
"9",3536,0.024330067137289,337,86.0067873303167,108,29
"10",3536,0.0239423796936901,327,84.6363122171946,108,19
