"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.0117743060666765,234,41.6221719457014,71,25
"2",3536,0.0113061370778319,238,39.9671945701357,71,23
"3",3536,0.0101851555549867,186,36.0045248868778,63,20
"4",3536,0.0108523683654726,208,38.3631221719457,68,20
"5",3536,0.0105688429217841,205,37.3608597285068,64,24
"6",3536,0.0110875728813993,221,39.1945701357466,69,16
"7",3536,0.0107979673209726,217,38.170814479638,63,19
"8",3536,0.0101966757761749,184,36.0452488687783,69,20
"9",3536,0.0109731706848771,206,38.7901583710407,72,19
"10",3536,0.0109336499260786,223,38.6504524886878,73,27
