"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.00991811042772021,187,35.060520361991,66,23
"2",3536,0.0103123579972735,219,36.454185520362,72,29
"3",3536,0.00938338016089909,200,33.1702488687783,65,28
"4",3536,0.0100907537424719,218,35.670814479638,67,21
"5",3536,0.0109552503408065,205,38.7268099547511,66,23
"6",3536,0.0104522006822531,189,36.9485294117647,75,21
"7",3536,0.00961138453858314,193,33.9762443438914,61,24
"8",3536,0.0099357107656467,201,35.1227375565611,66,27
"9",3536,0.0110021312409198,222,38.8925339366516,68,25
"10",3536,0.0117167049607352,224,41.4185520361991,72,28
