"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.025339206512765,365,89.5740950226244,113,20
"2",3536,0.0228138780264581,335,80.6470588235294,98,20
"3",3536,0.0261241815842864,366,92.3489819004525,108,33
"4",3536,0.0248383968972204,349,87.8037330316742,115,22
"5",3536,0.025808495523114,368,91.2330316742081,107,19
"6",3536,0.0219962623282367,317,77.7567873303167,95,18
"7",3536,0.0234986911748706,340,83.0678733031674,100,26
"8",3536,0.0252377645650796,336,89.2154977375566,112,24
"9",3536,0.0245628716071349,357,86.8297511312217,104,24
"10",3536,0.0254672089704122,363,90.0265837104072,109,24
