"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",3536,0.00754942494895902,155,26.6872171945701,51,15
"2",3536,0.00954930334662426,231,33.7567873303167,76,29
"3",3536,0.00862176553789833,163,30.4779411764706,59,24
"4",3536,0.00906705408743848,207,32.052036199095,64,24
"5",3536,0.00817231690848464,180,28.8891402714932,60,29
"6",3536,0.00778398945259749,159,27.5164027149321,51,38
"7",3536,0.00804079438325216,185,28.4242081447964,54,42
"8",3536,0.00871424731354842,237,30.8048642533937,55,21
"9",3536,0.00881216919364852,188,31.1510180995475,67,19
"10",3536,0.00770190787663123,169,27.2262443438914,59,18
