"","V1","V2","V3","V4","V5"
"1",1.90731482567962e-20,1.47654991913864e-05,0.00648885023510247,1.30081758008173e-06,1
"2",5.95281994796661e-07,0.000239618163068778,3.12471932916578e-06,5.98179876864868e-06,1
"3",1.05802070122167e-11,8.60053477622405e-21,1.17219951208805e-16,0.00703697034855403,1
"4",8.16719174110907e-05,9.13379987232562e-06,3.02701137959071e-09,0.0460616314701579,1
"5",1.02294367120102e-06,1.06571109783635e-09,7.0851657914093e-06,0.8624242723106,1
"6",3.83039174332993e-10,2.19000677574072e-10,1.90191809928315e-05,2.36020591416506e-05,1
"7",3.54622389848005e-07,0.000303757965927825,0.243902965995553,0.000657157109794881,1
"8",0.878083057089195,7.12173468594557e-08,6.5879589926749e-05,0.000285358829048222,1
"9",1.10920489895528e-23,5.18391570886903e-12,0.0460029483665821,0.00174792471315408,1
"10",1.88952115022366e-09,0.000180021944008747,1.63937706541537e-05,1.63574667058554e-12,1
"11",6.57838063194381e-16,1.84057617726831e-06,0.0166949600092093,5.15827396770332e-06,1.05
"12",2.5502916002696e-08,8.76028387197278e-05,0.00643646292847503,2.61165319008823e-05,1.05
"13",1.59849902591668e-11,5.98577107259333e-17,6.14323044238126e-15,0.000994106843284822,1.05
"14",0.000208825557905356,9.35019616892759e-06,1.03976370717857e-10,0.051192058267192,1.05
"15",7.6669181184771e-07,2.42777497323972e-10,7.13203356229142e-06,0.578133954419142,1.05
"16",2.00976025150698e-09,2.56252663664984e-09,0.000620041911377919,4.56294682092032e-05,1.05
"17",3.41238493884882e-07,0.000869432722113587,0.0847777128866194,7.49203770450946e-06,1.05
"18",0.0308011895378029,6.23141018258662e-08,3.2402021434944e-05,0.00140043855045599,1.05
"19",2.49639075499182e-23,2.49769177790893e-13,0.0578585365036106,0.00365746316176809,1.05
"20",1.03931346006906e-09,0.000435381836162286,4.49264296595494e-06,3.51156526508491e-10,1.05
"21",4.8734154061107e-13,9.23572285888061e-06,0.00528092018256018,9.1333688347772e-07,1.1
"22",4.4968136618204e-07,2.62552365158855e-05,0.0037233792092519,6.2606861011464e-07,1.1
"23",7.7575817750547e-12,1.63972307117831e-14,1.30123946924718e-14,0.000419622765049148,1.1
"24",0.000374700629344181,0.00266248248365962,6.023138395137e-10,0.326371465316274,1.1
"25",1.67857460741358e-07,1.73638187222791e-10,7.15499158343387e-05,0.653271868973282,1.1
"26",4.15232545247231e-09,1.53717668215211e-08,0.00186618393040179,0.000195246842162911,1.1
"27",3.68105705255661e-08,0.00120229958345005,0.0669793008299786,3.45165923695714e-05,1.1
"28",0.0308011895378029,7.0702999947201e-07,1.57899159951384e-05,0.00182889063602427,1.1
"29",2.49639075499182e-23,5.92337582338829e-13,0.149617120904641,0.00599676046296971,1.1
"30",1.03931346006906e-09,0.00352451356640288,0.000971755995669745,1.61304022168459e-08,1.1
"31",0.00176148881372055,1.73711691671972e-05,0.00110251012073601,9.31362049738451e-06,1.15
"32",6.42815769441693e-08,7.49675981421324e-05,0.00460044689237863,3.98861470683671e-07,1.15
"33",9.54221632053455e-12,3.19019292184071e-13,7.49890369527937e-14,0.00351296135170915,1.15
"34",5.60225713723017e-05,2.98467996362918e-05,3.04634867564477e-10,0.632342412759157,1.15
"35",6.05819273306128e-07,1.31753556131848e-09,5.74418558286843e-05,0.76439182312401,1.15
"36",6.34512272888246e-09,7.87785608844655e-09,0.00107338638067707,0.000817101626129651,1.15
"37",2.79120935994742e-07,0.000237623442396697,0.0164370215006055,0.000151913293324088,1.15
"38",0.0245321540997102,1.15728142068285e-05,2.09702063209767e-05,0.00341002227668548,1.15
"39",1.0951317242426e-22,3.11403237667287e-08,0.0172568036893049,0.0142363804801773,1.15
"40",4.14786316865475e-09,0.0190878327247128,0.0027481981365418,8.7756372823318e-10,1.15
"41",4.18590813429289e-06,1.40315782433118e-05,0.00106825945495283,2.99801543067546e-05,1.2
"42",1.41239424447119e-06,3.21323856795462e-05,0.0055332631267541,0.000168138170983885,1.2
"43",4.42037232056206e-10,8.10750671705294e-11,3.53809163331999e-12,0.0397020352275923,1.2
"44",1.17931937065402e-05,9.55203101949887e-05,1.41580583162576e-07,0.879124659245163,1.2
"45",2.11987870206195e-07,5.48423516560217e-09,0.00021702991329439,0.718207063372309,1.2
"46",8.19932542670941e-09,1.8850675260165e-07,0.00316671892370689,0.0132239391469154,1.2
"47",5.01167875736731e-07,0.00050063218240354,0.00708833195067921,4.71727656292443e-06,1.2
"48",0.0312427982791396,4.35323232808268e-05,8.74906956667374e-06,0.111095009667168,1.2
"49",1.56003369111925e-22,0.000309717277492716,0.0185318147192047,0.0239260900334271,1.2
"50",1.73260003111384e-07,0.047031484415968,0.0224085351966007,3.92801278256389e-08,1.2
"51",1.26629683836916e-05,5.6677228544953e-05,0.00246476871098147,0.000300037853404101,1.25
"52",1.07462389101512e-05,0.000418726084202835,0.291242183199437,0.00579548229564268,1.25
"53",1.9457886890626e-08,8.08745811983289e-12,4.85620943604207e-13,0.0658402249123584,1.25
"54",0.0112811188087916,9.87567903310707e-05,2.63807717292544e-08,0.940954390570399,1.25
"55",6.17317341247538e-07,3.47002933164026e-08,0.000276245313625585,0.241557252753436,1.25
"56",3.40521179322713e-08,4.60554402169871e-08,0.166716969036033,0.0130301728843805,1.25
"57",4.34528997531757e-07,0.000217733245290303,0.000121900483949954,6.20679140024656e-05,1.25
"58",0.00327755116135966,0.000659438750992588,0.00383401056235838,0.236786407014418,1.25
"59",2.77586272293051e-21,7.32946216492139e-07,0.0233646640127004,0.00815339536071836,1.25
"60",3.26887260999445e-05,0.00244081793174414,0.0302716776772212,3.25529058895449e-05,1.25
"61",0.0679641097996382,4.1970416761555e-06,0.000145919450365784,0.000234082768703223,1.3
"62",1.5614043157084e-05,0.00128045894581063,0.317164554177523,0.0085484868013104,1.3
"63",5.07502199737713e-08,2.66383615535891e-10,3.72451759921655e-11,0.153825077038747,1.3
"64",0.0103065147222589,7.54676485514766e-05,1.7593501154897e-06,0.746407158484449,1.3
"65",1.84243915238764e-07,5.5488215822894e-07,0.000136722755980228,0.596958771106809,1.3
"66",2.74341500173801e-07,1.14521260704829e-06,0.0867081740896073,0.00311094085967921,1.3
"67",3.26757012740374e-07,0.000568947521558172,0.00298749741284694,0.000129481102955468,1.3
"68",0.00188049160992487,0.0349040388296952,0.000155810486029469,0.261022071817978,1.3
"69",3.93266182130932e-18,0.0411937734015716,0.0239638681000645,0.0556918458617607,1.3
"70",4.13161301107751e-05,0.0362858823037165,0.310340409583912,1.49978226352048e-05,1.3
"71",0.0572500887141685,1.88519230975979e-05,0.000848867286714432,0.00110832409171916,1.35
"72",4.35195912291189e-05,0.0011482226735325,0.387346290250154,0.0026170871506113,1.35
"73",4.5066523167826e-06,1.2768071202276e-08,3.94665497446024e-07,0.356629329947635,1.35
"74",0.05656634310584,1.52551516707092e-09,0.000975273225813266,0.890319184592079,1.35
"75",8.31023981702943e-07,9.30027845086e-06,0.000122792255888509,0.287756739678724,1.35
"76",2.0082080909125e-06,5.83536832066143e-05,0.0920469185356836,0.0180166357570917,1.35
"77",6.89471371054573e-06,0.00035559506089915,0.0504457018237236,1.26849089764002e-05,1.35
"78",0.00108758151400051,0.0566011076354197,2.58213089580345e-05,0.609237693473531,1.35
"79",2.15195764895723e-16,0.0240140746810543,0.0730962433942133,0.113862967851779,1.35
"80",0.00033847554880091,0.0767418802954369,0.228278590679396,0.000105203709913469,1.35
"81",0.011303131829659,0.000110753381871219,0.00413148725518997,0.000283484575747947,1.4
"82",3.73263528794129e-05,0.0206953518166513,0.000278720806870275,0.0151292660740114,1.4
"83",0.000112738661374571,2.26757643891657e-08,2.37041560687969e-08,0.132755603019087,1.4
"84",3.71868635601101e-06,8.19355356128347e-07,0.00150757290855261,0.872820582842791,1.4
"85",1.0477165394894e-05,0.00582547235666235,0.00046494424568448,0.394455464498044,1.4
"86",5.6485871094279e-06,9.71392041740339e-05,0.478043599564977,0.287140906348409,1.4
"87",4.873572826953e-05,0.0116333808510164,0.00420569753750484,0.010089101552922,1.4
"88",0.0106639828839506,0.07211337551599,0.000244983785194927,0.542872712588799,1.4
"89",1.44558775412814e-12,0.0926619651981918,0.225372979281186,0.0614376406078181,1.4
"90",0.00265540817307699,0.0898969819650478,0.228278590679396,0.000551723545097323,1.4
"91",0.108037733861321,0.00104115572523484,0.0112321041615793,0.00343867350310634,1.45
"92",0.000159310513572319,0.0798309426209113,0.000868759328930737,0.00726713155535754,1.45
"93",0.00601692892864031,8.23058794623362e-08,8.65009416502442e-07,0.261531356848062,1.45
"94",0.0157598704739144,1.55637390054297e-05,0.0429019839025676,0.431461101853686,1.45
"95",2.14576472838523e-07,0.00328630884541231,0.00149200100870012,0.362193438569984,1.45
"96",0.000142160736533297,2.46989059520251e-05,0.392854009754861,0.169260823989266,1.45
"97",0.00190094204646789,0.0658075187440143,0.10010249936917,0.00904853499023054,1.45
"98",0.679331241899367,0.0220503610917956,0.00371180453188139,0.701912373453452,1.45
"99",4.11315014872021e-11,0.00458598567079195,0.253866259638028,0.00720100671031947,1.45
"100",0.00223623078263324,0.0898969819650478,0.153880748170755,3.62950810728202e-05,1.45
"101",0.108037733861321,0.00424538254913655,0.129983999698476,0.0051685735582988,1.5
"102",0.000134556468756722,0.242496991282922,0.000953419080454083,0.0386834639165022,1.5
"103",0.226072787489021,2.16436988093175e-06,1.99532968860957e-07,0.128594976213376,1.5
"104",0.0387122447725607,0.000283402866810998,0.0507385679086814,0.263776481051011,1.5
"105",6.23524404587961e-06,0.0025017034224905,0.000128049813683807,0.307894429086284,1.5
"106",0.000135998197183949,0.0305394415951126,0.553299373925914,0.194718228319477,1.5
"107",0.00208355426350562,0.0297206245326526,0.257152064214324,0.0117749905482373,1.5
"108",0.573907095350967,0.0135817460178225,0.0139461338249412,0.968977962409261,1.5
"109",1.70075114697864e-09,0.0242580134542823,0.29510033168131,0.0245382268027273,1.5
"110",0.032417033241828,0.0898969819650478,0.295661773139508,0.000114810132420512,1.5
"111",0.108037733861321,0.0225165290816181,0.0693481378260304,0.0100442078471563,1.55
"112",0.00115870351129656,0.454535499059686,0.0104530953064399,0.0623095218838063,1.55
"113",0.197268722568296,0.000183560216564601,8.7738906382106e-07,0.128594976213376,1.55
"114",0.315734657774459,0.288470516769576,0.111432033631118,0.099576318869808,1.55
"115",0.00116153221880547,0.0222838692212636,0.00287472245220468,0.15200673418645,1.55
"116",0.000424105033977715,0.0996977425300616,0.986148114664365,0.112351189769565,1.55
"117",0.00136111873800411,0.00567922686437721,0.648506853681697,0.0031968573562068,1.55
