"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.660650149808429,0.958264957523099,1.1281520451491,0.741977061126264,1.29707351203068,0.660951570081776,1.04558249716564,1.03425070890484,1.27169235477695,1.20268724934446,1.05282492274859,0.588368864754782,0.565474503871866,0.435443367192645,0.765029087604338,0.420720474287696,1.04962943240411,0.758704101769219,1.33595750578359,0.338249130038003,1.04878414027989,0.698724671352977,1.12327337618988,0.916299232177451,0.293857284430978,0.887657484254117,1.21272922080997,0.602352755382356,1.24408147643609,1.28601503601078,1.43818147046376,1.04947012719324,1.16149306122847,1.36398924493566,0.943730534385849,1.26693513092262,1.07920588923496,1.30525549242169,0.983330410109495,1.46993992400749
