"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
-Inf,NA,-Inf,NA,-Inf,NA,Inf,0.507094895593745,NA,-Inf,1.57481129236919,NA,Inf,NA,NA,-Inf,NA,-Inf,Inf,-Inf,-Inf,Inf,NA,-0.30874137533169,-0.242546657720265,-Inf,-Inf,Inf,-Inf,0.892594337843136,1.66232411978143,-Inf,-Inf,-Inf,-2.57620281390393,Inf,Inf,-Inf,-Inf,0.802869928507503
