"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
1.05213607577193,-0.210345224099891,0.923344764728591,0.952111740873267,0.312749870155576,0.927925486764601,0.828182912084963,-Inf,1.09286608865028,1.00452135966523,0.856758979531975,-0.853102624185298,-Inf,-1.1788653989269,-10.5590855743821,0.622196320434978,0.587969290113729,-Inf,0.440445728540802,0.0318557228778544,-3.24660534149722,0.38894656144525,-7.231694877625,0.225424273479496,0.766950176747607,1.04419171485258,0.955912063158812,0.258015985783083,0.513722442426092,0.766268706719351,-Inf,-Inf,0.884400790242255,0.695409460052537,-Inf,-Inf,-Inf,0.379678814087,0.913052487170828,Inf
