"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
Inf,0.814660043145645,-3.28652129599056,0.380152700226283,0.032186288866563,0.616354666030192,0.967161937347049,0.616138449224657,0.974980325655582,-0.83977512318316,0.661626013876279,1.09949864921325,0.958158392934729,0.0511828182536419,0.733695670748918,-Inf,-10.4110259106764,-Inf,-10.2657505510834,-0.445130352534891,0.906089448012737,-0.818652086380308,-0.819071596678826,0.586588553016774,-Inf,0.509276572572025,0.983024088473152,-0.164367081335732,0.337212014631426,-Inf,-3.09290985101806,1.12788619474543,-20.2035807796925,0.677745616876398,0.465380708731094,0.700406247351815,-Inf,-0.168506845380395,1.14401924510339,-0.361989275071135
