"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
-0.093870161905095,Inf,Inf,0.902066592907066,0.913947144278693,-Inf,0.681847968916836,0.748966266931221,-1.01070718503746,-Inf,0.25998530456216,0.759851826412794,-Inf,-Inf,0.59569221823776,0.111259079832871,Inf,-13.345490243505,0.832621620793776,-Inf,-Inf,0.952339229160753,Inf,Inf,0.560184075212106,-1.38935070911248,-Inf,-1.98876031569985,-Inf,Inf,0.993389866016648,Inf,-Inf,Inf,-1.39480923774861,-1.50096147288571,-Inf,-Inf,0.999399932784134,-2.27961259797912
