"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.092652378196517,-0.247346253090491,-0.13226770040011,1.00936020251836,-0.486048745369723,0.50391694757421,0.608962451412815,-Inf,0.257110223277928,0.270628797202947,0.342679545865272,0.741354917587647,-0.439259713935084,0.0784827356610612,-Inf,0.150205842718901,-0.484957539639077,0.339196118102017,0.408803344103255,-Inf,-Inf,0.930413062266703,-0.0538167002489049,-0.432338932100117,-0.889826161749825,-3.18938136051276,-Inf,-0.312113212714835,0.344023041672922,-2.99671074926565,-1.30270122586727,0.56080687013165,0.655313452029924,-0.969288628427986,-Inf,0.747369610524793,1.03488948492916,0.463403385110989,-1.63751999621048,0.520761501675396
