"","V1","V2","V3","V4","V5"
"1",0.124475425199275,0.265683865241133,0.587391110079925,6.98665613576021e-05,1
"2",0.00224361251876521,0.0208238953406245,0.604920906445403,0.908962813260969,1
"3",0.0176276765654318,0.00265842579299288,0.0633963210431486,2.30323317512851e-05,1
"4",6.27890977145703e-08,0.637569148811142,0.0774742714517284,0.543787492854217,1
"5",1.59663953464458e-19,0.746265657822382,0.00420310563111584,4.82284136874928e-12,1
"6",0.00317134137470938,1.70641285752309e-05,1.62489060061415e-05,0.00469509288240198,1
"7",0.00731482389697086,0.0198118601333036,6.68521979664623e-05,0.00402588858347773,1
"8",8.47638504927868e-14,0.0237726392132736,0.00315593645070398,0.215692666370113,1
"9",0.0587491079399122,0.000203316576728899,0.534850786880754,0.0733306003017186,1
"10",0.890607946407959,0.128405122325992,0.105349520662436,0.31309478957699,1
"11",0.171135655736345,0.186659072115331,0.954803733521451,6.19789903157168e-06,1.05
"12",0.00191429144381631,0.0327884059328129,0.574894147131643,0.973825917643744,1.05
"13",0.00922174603602589,0.00210357436527098,0.0296776220601313,7.4022730939546e-08,1.05
"14",9.05392559875709e-08,0.683650494239579,0.00899935303285112,0.176999487818345,1.05
"15",2.08545063461599e-21,0.766034368079582,2.79777758453741e-05,1.60659290146422e-12,1.05
"16",0.00365787654855668,1.67146892102033e-05,1.52207135735468e-05,0.00466417375141412,1.05
"17",0.00469083311895962,0.00517012033501463,7.90078102741955e-05,0.000925600089953846,1.05
"18",1.77081280008797e-13,0.0177841359129824,0.0115425321312009,0.0638180016944613,1.05
"19",0.0741186877544015,1.54180396850982e-05,0.112725920077002,0.0150711237273313,1.05
"20",0.77548171231133,0.139569621683288,0.286208868330055,0.401017907939117,1.05
"21",0.190567934811329,0.208366999102927,0.981967380168277,2.01829258661998e-06,1.1
"22",0.00191429144381631,0.0164082561989831,0.571256794501167,0.985926341548706,1.1
"23",0.0125629943606123,0.00432046767018506,0.0665998664302047,2.48917059475854e-09,1.1
"24",4.2901122474551e-08,0.552485806700607,0.00995824953394332,0.668356309436114,1.1
"25",9.79036679256636e-21,0.472740562980579,4.51896310340912e-05,6.80017912450572e-12,1.1
"26",0.012818331354326,3.56620202993341e-05,1.44139658835124e-07,0.0184733750725681,1.1
"27",0.00794490484347596,0.00832232873957343,8.85853435986597e-05,0.00045015277695797,1.1
"28",1.05727806732725e-12,0.026812275358923,0.0173152751403352,0.164521555427633,1.1
"29",0.0780987722046464,2.89127934281696e-06,0.0869977841843443,0.0206984510568909,1.1
"30",0.700469124147634,0.207582828833693,0.0789305429116149,0.176624076851609,1.1
"31",0.12109133940956,0.106523896264942,0.649411901183364,6.83166602642075e-08,1.15
"32",0.00702527240453963,0.0322363858994831,0.283218681099959,0.760227773595981,1.15
"33",0.0128896171314095,0.0262151772364096,0.186350493970887,5.47363105871332e-08,1.15
"34",1.68766471514154e-07,0.691191678113609,0.00539688277068667,0.494364798819994,1.15
