"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.00724472894578916,240,36.2164,45,23
"2",5000,0.00758167633526705,245,37.9008,45,31
"3",5000,0.00789021804360872,255,39.4432,45,26
"4",5000,0.0081125025005001,257,40.5544,51,24
"5",5000,0.00757151430286057,251,37.85,43,23
"6",5000,0.00730882176435287,232,36.5368,34,33
"7",5000,0.00738635727145429,248,36.9244,43,29
"8",5000,0.00794382876575315,249,39.7112,51,38
"9",5000,0.00802744548909782,283,40.1292,37,28
"10",5000,0.00807601520304061,266,40.372,39,38
