"","V1","V2","V3","V4","V5","V6"
"22",0.342330380501995,0.0651658783395953,0.183898322201103,0.236375839844048,0.287201035630772,0.276520003343051
"23",0.286370299169447,0.199778584661248,0.021556416808977,0.306938388924124,0.283686397838474,0.183866446141117
"24",0.276896007822735,0.306794855380441,0.0646617411831039,0.207009555741396,0.0504243625809621,0.0615472937543474
"25",0.351060935924341,0.0189953963120348,0.348501260310109,0.0846341713473638,0.163285236738763,0.206321858472284
"26",0.275231975123579,0.0321538441308841,0.132238367639367,0.107318519552068,0.240598828874112,0.371756810214976
"27",0.205534780375584,0.10287903855353,0.161728030351448,0.0239766518825188,0.308586133852599,0.231641267058119
"28",0.358025266999395,0.321203296834688,0.266403211304584,0.218316038883997,0.184314952347364,0.104157711369996
"29",0.202655870499588,0.206114285284705,0.173468414611661,0.15765255150521,0.291779528751599,0.0905956880370742
"30",0.156857731460507,0.249189476716542,0.235577885921937,0.180688157260262,0.094779140457317,0.281366343697797
"31",0.332896070607454,0.267106748513395,0.332734753354542,0.211763105174135,0.328220276227718,0.0891398715027225
"32",0.245266440009774,0.299541870846154,0.106514254949658,0.0311099214185053,0.094614997086261,0.130946705875136
"33",0.154080955311573,0.0670197706098322,0.255493166372829,0.108718700160822,0.308947049057834,0.0202695440505279
"34",0.0185935379425606,0.223519593935264,0.0882733001704391,0.147286351470973,0.154652100086365,0.0293754969852774
"35",0.265944392456411,0.232583392971384,0.010475510493018,0.151045053223505,0.175405483765474,0.0238533905712689
"36",0.445896910267689,0.229100409932306,0.069409355662895,0.0460764736109523,0.301112121697508,0.141762900272355
"37",0.107949906110557,0.279938453038336,0.392460813353908,0.207059390192431,0.0824620505545595,0.207025962639091
"38",0.255040830511528,0.157433798155816,0.118602383725133,0.113654103980721,0.0180857478061007,0.166314426074207
"39",0.0866329153533557,0.322232438203472,0.296220732958958,0.195465589910678,0.159143910057929,0.0711897653584447
"40",0.331033036828628,0.168279151548495,0.109649382617341,0.183337781121116,0.0866312721885175,0.228262135518212
"41",0.440792635313684,0.145408128084383,0.18844572722612,0.0755951199570326,0.255684658484269,0.369162617787069
"42",0.201042603590083,0.275835537468324,0.275627418496661,0.310055619350546,0.0767707612272428,0.0438177995879757
"43",0.0915766432268175,0.095729039379776,0.242454714592175,0.178221409433677,0.309766023775324,0.200429703744908
"44",0.131940345729516,0.086055588174326,0.0373992533553761,0.0976412337295198,0.28990824254428,0.187951545562095
"45",0.0658389818136905,0.769162847850024,0.114919807836959,0.196846240213013,0.18404278179378,0.135776414196841
"46",0.250950174105173,0.256797211310713,0.0423786712443105,0.180323319756451,0.0783000546937228,0.325636870038188
"47",0.322932155137572,0.137246517072051,0.266784771110018,0.27127310916983,0.225217378453287,0.252118567924519
"48",0.2374526087769,0.192778313136884,0.30450302610246,0.288525505563152,0.17932251993051,0.217211709866256
"49",0.321445473534548,0.117320866927816,0.251305165870305,0.117630788857052,0.248649792992448,0.167816945019982
"50",0.386833578820061,0.379577866490825,0.101244500040592,0.0541638155201871,0.267808747853683,0.319643360436144
"51",0.160105637140414,0.121084525490376,0.258735255044536,0.330271009425133,0.128088894345525,0.0118087772892085
"52",0.123615655429701,0.167769915310946,0.356906646661004,0.184849740934186,0.101292444394028,0.19163699128922
"53",0.397855452078957,0.394100547247623,0.232711548367143,0.185018930838088,0.268871933346776,0.0389286540309984
"54",0.377700422866444,0.204147138754301,0.0576477742533197,0.000179928253173922,0.212249709600199,0.0651253496522497
"55",0.367611157800057,0.0245871708969214,0.132333017109027,0.20678566865195,0.204479245424868,0.203716839716131
"56",0.0548217496619852,0.0920956805147762,0.0164032556781322,0.0543628783813594,0.182252889047592,0.253002753831456
"57",0.303818433662288,0.295370637958945,0.215085269625914,0.241043650118619,0.122786492140759,0.128084519911561
"58",0.28298762331948,0.193706295713336,0.16229409211006,0.105923295051324,0.0690284169212831,0.105126450077201
"59",0.241384513511693,0.111449896432387,0.109480073454941,0.202751031016666,0.405475165786529,0.294297674091574
"60",0.388716354657863,0.129373306646785,0.166955958221855,0.536474371577237,0.198324844269024,0.0975559875661245
"61",0.325493006192413,0.158523761688974,0.275743763522913,0.0933755850333355,0.336070616023704,0.267350694899267
"62",0.265713849962324,0.136033010740455,0.073751102397697,0.176541729026365,0.0901195868986344,0.309643135463193
"63",0.189977851150821,0.0411498039922248,0.227936278261075,0.351676362054027,0.180773983953473,0.290881611304233
"64",0.278940807200695,0.223082345014677,0.248469526669562,0.107609545712817,0.0347499394281396,0.275376302639866
"65",0.0256042757726591,0.0103824062453303,0.145250053310692,0.14931165058797,0.274253001518775,0.239035509443828
"66",0.129243379664605,0.232976737425514,0.200596208974759,0.180723292930963,0.190757292980225,0.219262733299407
"67",0.360451701195269,0.383601623524487,0.132993463264711,0.16289945691868,0.0846224273364039,0.190218606078037
"68",0.303259889141525,0.278582408103601,0.0372668064359293,0.233803264502602,0.0450542315656698,0.314586817775825
"69",0.356987451949919,0.0409285745574924,0.265291879939605,0.28248686909738,0.186415781056206,0.118035252562126
"70",0.204204151464912,0.396125324472579,0.237445221475732,0.0115149047905856,0.134379003001189,0.0907656565300956
"71",0.367001969335382,0.305690310927637,0.163768957897538,0.354869605071359,0.228117503942363,0.0936522712441569
"72",0.0951774423097607,0.182225811248804,0.178590163852268,0.306293522937387,0.16446467405676,0.201223325521953
"73",0.149250562486388,0.330587429322522,0.100529947646886,0.204394323343963,0.0672481188155017,0.205093944353576
"74",0.312770978726843,0.084341633376376,0.0656389722002452,0.234264100780389,0.153978007830085,0.263090602993893
"75",0.226262527744319,0.0134226560133109,0.179148065911512,0.159043715809403,0.16285701548124,0.224913850529835
"76",0.175006875570696,0.166370512932128,0.138830278674349,0.192093500602702,0.334032945701081,0.298727591762509
"77",0.203952448461267,0.0890539218743409,0.184683069472619,0.00752607721410714,0.126250769048172,0.11841178559036
"78",0.162194135575736,0.0536168905263112,0.388727833069986,0.167099934886182,0.267411414386639,0.233249950939766
"79",0.0582202374558989,0.238923631674257,0.393096781022903,0.295965978254384,0.296713205812732,0.0161703355731893
"80",0.342298498938447,0.391555949193507,0.193591868944081,0.208506831056377,0.295881148944602,0.232211863126687
"81",0.0146751766343532,0.11596902474795,0.346009992389757,0.310239021093382,0.191194905391899,0.285709980974897
"82",0.186023721328992,0.117264714009723,0.0431727774661324,0.310792853737832,0.303082693215077,0.255697458432577
"83",0.0604508874800971,0.218949086382469,0.164141515623369,0.207778082931819,0.088171824499121,0.203964428069755
"84",0.14520154078813,0.467048024899143,0.145625976180976,0.293197027136179,0.101694429151658,0.162273829757683
"85",0.106958868214625,0.231266584770864,0.0149727160065791,0.0780893021404778,0.0504358779109194,0.280716257165148
"86",0.177010989049351,0.076299520214831,0.0056964793374305,0.290750256701462,0.361141320151785,0.383605598590019
"87",0.158906904698725,0.304432059935118,0.232181526187796,0.0113968035897698,0.175105473762057,0.283613179222891
"88",0.150841963011236,0.766614550505133,0.177298651408123,0.181577133377209,0.0835588359305554,0.18726967971609
"89",0.242195492515161,0.180701464776745,0.0372559173525555,0.220219863426265,0.31661834134797,0.152659655368687
"90",0.26592970445463,0.230318941904081,0.569336315219418,0.345068945401922,0.124515398161189,0.252510865034506
"91",0.0815788088106094,0.0721778251584601,0.371492731757257,0.140348404249354,0.308406201406329,0.142189522988782
"92",0.208530948762975,0.514175703805789,0.0097844515400145,0.195279562237853,0.19459073938574,0.288320933631399
"93",0.199025496522023,0.333563631759923,0.188454632076692,0.380311912220755,0.223728856527838,0.107566490490281
"94",0.0794982084745869,0.186082404963847,0.224964911121615,0.213957321070162,0.344673040478476,0.148631677174136
"95",0.239330194991377,0.238406680184455,0.0169444301113775,0.186834977143271,0.220747841259611,0.259330351274436
"96",0.129414479533683,0.164012625378329,0.539259209779727,0.131379156421991,0.282876786631842,0.247310053710425
"97",0.2146696117146,0.286588684655659,0.280340624877162,0.343021963940318,0.150554369189947,0.0451740594018361
"98",0.0589777224890962,0.281903803056072,0.370730606913146,0.298846670140661,0.0305282788269174,0.228513961382929
"99",0.288877883601884,0.0627818554739924,0.308485875932192,0.183642793640502,0.202439584934499,0.315701589840792
"100",0.0216722756293148,0.321778044440555,0.106493438960098,0.10827806736227,0.38867732672904,0.223329299019622
