"","CliqueSize_6","CliqueSize_8","CliqueSize_12","CliqueSize_16"
"1",0.22761953750472,0.0258292228582675,0.417222437298255,NA
"2",0.831359055458015,0.581811652848757,0.113846298006658,0.278957622442295
