"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.00655515103020604,232,32.7692,48,53
"2",5000,0.00678591718343669,271,33.9228,41,30
"3",5000,0.00600912182436487,207,30.0396,44,34
"4",5000,0.00602952590518104,171,30.1416,39,36
"5",5000,0.00629349869973995,238,31.4612,37,20
"6",5000,0.00567009401880376,203,28.3448,40,29
"7",5000,0.00674198839767954,243,33.7032,44,20
"8",5000,0.00601896379275855,191,30.0888,43,34
"9",5000,0.00598671734346869,204,29.9276,38,38
"10",5000,0.00566409281856371,180,28.3148,51,29
