"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",10000,0.00866678667866787,679,86.6592,43,NA,0.123040109257002
"2",10000,0.00870855085508551,665,87.0768,44,NA,0.122807762636928
"3",10000,0.00812121212121212,678,81.204,48,NA,0.1084484772744
"4",10000,0.00816093609360936,637,81.6012,35,NA,0.11958545938173
"5",10000,0.00828752875287529,678,82.867,34,NA,0.11062277341665
"6",10000,0.00808942894289429,682,80.8862,42,NA,0.108548226917541
"7",10000,0.00781616161616162,625,78.1538,37,NA,0.113283199998056
"8",10000,0.00685426542654265,589,68.5358,47,NA,0.106394585797099
"9",10000,0.00764850485048505,637,76.4774,36,NA,0.111155603527235
"10",10000,0.00877111711171117,669,87.7024,39,NA,0.124323008178032
