"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.0124118423684737,287,62.0468,61,40
"2",5000,0.0117373074614923,291,58.6748,57,28
"3",5000,0.0141398679735947,340,70.6852,65,23
"4",5000,0.0120859371874375,299,60.4176,56,24
"5",5000,0.0125602720544109,305,62.7888,55,23
"6",5000,0.0128456891378276,311,64.2156,56,22
"7",5000,0.0128875375075015,312,64.4248,56,19
"8",5000,0.013127425485097,345,65.624,62,21
"9",5000,0.011521424284857,291,57.5956,62,22
"10",5000,0.0132620924184837,308,66.2972,68,23
