"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",5000,0.0126278855771154,308,63.1268,57,37,0.189586411173293
"2",5000,0.0122110822164433,308,61.0432,52,21,0.180110111732744
"3",5000,0.0132692938587718,323,66.3332,61,22,0.194254375462423
"4",5000,0.0133525105021004,342,66.7492,63,29,0.172873183549723
"5",5000,0.0122902180436087,298,61.4388,47,29,0.197249866972853
"6",5000,0.0136260052010402,318,68.1164,64,27,0.197849538774629
"7",5000,0.0130987797559512,317,65.4808,70,26,0.179631590633788
"8",5000,0.0145055411082216,352,72.5132,65,33,0.184456568572592
"9",5000,0.0126830166033207,313,63.4024,58,24,0.183529080850971
"10",5000,0.0129982796559312,315,64.9784,57,23,0.184385215265678
