"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",5000,0.0128836167233447,431,64.4052,53,26,0.13833014452257
"2",5000,0.0122286857371474,406,61.1312,53,23,0.144729188800222
"3",5000,0.0131443888777756,421,65.7088,56,23,0.141573147335221
"4",5000,0.013352350470094,441,66.7484,53,24,0.144032202358119
"5",5000,0.0111570314062813,388,55.774,47,29,0.133652950370692
"6",5000,0.0130443688737748,439,65.2088,56,24,0.137146696571273
"7",5000,0.0113128225645129,392,56.5528,51,27,0.127608620926083
"8",5000,0.0111362272454491,382,55.67,58,29,0.130594173436203
"9",5000,0.0122794958991798,404,61.3852,55,26,0.139835255028437
"10",5000,0.011755551110222,393,58.766,55,21,0.13916567501939
