"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",5000,0.0185371474294859,408,92.6672,31,28
"2",5000,0.0177562712542509,399,88.7636,33,22
"3",5000,0.0186396479295859,414,93.1796,42,25
"4",5000,0.0172608921784357,430,86.2872,35,26
"5",5000,0.018172674534907,419,90.8452,39,25
"6",5000,0.0174578915783157,406,87.272,40,25
"7",5000,0.018930426085217,432,94.6332,38,27
"8",5000,0.0179535107021404,417,89.7496,36,35
"9",5000,0.0172415283056611,394,86.1904,34,29
"10",5000,0.0184852970594119,427,92.408,43,35
"11",5000,0.0197189837967594,444,98.5752,34,38
"12",5000,0.0193285857171434,431,96.6236,41,29
"13",5000,0.0184953790758152,428,92.4584,36,25
"14",5000,0.0189073814762953,405,94.518,39,30
"15",5000,0.0184292058411682,407,92.1276,33,30
"16",5000,0.0182450090018004,401,91.2068,35,21
"17",5000,0.0188980196039208,435,94.4712,36,21
"18",5000,0.0182682136427285,401,91.3228,33,24
"19",5000,0.01880200040008,426,93.9912,44,30
"20",5000,0.0191667133426685,427,95.8144,37,33
"21",5000,0.0183219843968794,416,91.5916,38,33
"22",5000,0.0186652530506101,413,93.3076,38,29
"23",5000,0.0187025405081016,432,93.494,39,33
"24",5000,0.0167949589917984,430,83.958,31,46
"25",5000,0.0187323064612923,436,93.6428,39,25
"26",5000,0.0188360072014403,420,94.1612,43,35
"27",5000,0.0171572714542909,424,85.7692,33,24
"28",5000,0.0178926185237047,427,89.4452,36,29
"29",5000,0.0179147829565913,411,89.556,31,21
"30",5000,0.0186228445689138,447,93.0956,43,34
"31",5000,0.019028925785157,446,95.1256,40,34
"32",5000,0.0196830566113223,436,98.3956,37,26
"33",5000,0.016778075615123,390,83.8736,34,18
"34",5000,0.0183149429885977,417,91.5564,39,34
"35",5000,0.019446449289858,413,97.2128,35,30
"36",5000,0.0189597119423885,404,94.7796,41,26
"37",5000,0.0184904980996199,407,92.434,34,20
"38",5000,0.0171451890378076,399,85.7088,36,24
"39",5000,0.0198453290658132,453,99.2068,31,40
"40",5000,0.0182388477695539,401,91.176,40,26
"41",5000,0.0189489897979596,419,94.726,33,35
"42",5000,0.0183219843968794,411,91.5916,40,30
"43",5000,0.0189720344068814,415,94.8412,45,31
"44",5000,0.0178007601520304,434,88.986,32,26
"45",5000,0.0188380876175235,459,94.1716,43,31
"46",5000,0.0187998399679936,428,93.9804,34,33
"47",5000,0.0195215043008602,437,97.588,39,25
"48",5000,0.0187755951190238,433,93.8592,40,28
"49",5000,0.0189049809961992,430,94.506,33,30
"50",5000,0.0190713342668534,414,95.3376,41,23
