"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",20000,0.00640144507225361,1158,128.0225,58,NA,0.102795047414482
"2",20000,0.0056182809140457,1069,112.36,53,NA,0.0977203808002998
"3",20000,0.00590621031051553,1106,118.1183,49,NA,0.0979528594807311
"4",20000,0.00633925196259813,1143,126.7787,59,NA,0.104003397835646
"5",20000,0.00700987549377469,1255,140.1905,64,NA,0.105675804860718
"6",20000,0.00570134006700335,1084,114.0211,60,NA,0.0994362957765113
"7",20000,0.00597082354117706,1121,119.4105,59,NA,0.0994026409669839
"8",20000,0.00643463673183659,1142,128.6863,53,NA,0.105530263853591
"9",20000,0.006169598479924,1143,123.3858,66,NA,0.100494038174118
"10",20000,0.00609209960498025,1151,121.8359,56,NA,0.0993074289333554
