"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",20000,0.00412333116655833,625,82.4625,60,NA,0.122989935461273
"2",20000,0.00393651682584129,618,78.7264,57,NA,0.110609535295343
"3",20000,0.00359258462923146,574,71.8481,50,NA,0.11404987256902
"4",20000,0.00403589179458973,636,80.7138,63,NA,0.120486124567843
"5",20000,0.00407751387569378,618,81.5462,69,NA,0.111621364088972
"6",20000,0.00402438121906095,624,80.4836,62,NA,0.121968722196008
"7",20000,0.00426123306165308,671,85.2204,64,NA,0.115591223491444
"8",20000,0.00402094604730237,647,80.4149,70,NA,0.115352504343756
"9",20000,0.00415528276413821,641,83.1015,70,NA,0.113616749081982
"10",20000,0.00399635481774089,605,79.9231,55,NA,0.118877750704404
