"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",20000,0.006321201060053,802,126.4177,64,NA
"2",20000,0.00581278063903195,791,116.2498,62,NA
"3",20000,0.00584777738886944,759,116.9497,69,NA
"4",20000,0.00604328716435822,803,120.8597,40,NA
"5",20000,0.00619899494974749,825,123.9737,65,NA
"6",20000,0.00625029251462573,828,124.9996,49,NA
"7",20000,0.00636513325666283,888,127.2963,53,NA
"8",20000,0.0067264413220661,876,134.5221,75,NA
"9",20000,0.0062753587679384,823,125.5009,57,NA
"10",20000,0.00626630831541577,809,125.3199,59,NA
