"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size","Mean Degree Centrality"
"1",3536,0.0191214871325529,376,67.5944570135747,92,25,0.170687237766933
"2",3536,0.0149695674156944,312,52.9174208144796,73,27,0.159750047100615
"3",3536,0.0180917073607813,363,63.954185520362,89,18,0.161706801698234
"4",3536,0.0131047316108469,300,46.3252262443439,69,21,0.143598445251598
"5",3536,0.013769544375252,312,48.6753393665158,72,25,0.149533058099359
"6",3536,0.014987487759765,332,52.9807692307692,82,19,0.150585204479907
"7",3536,0.0158340640140291,326,55.9734162895928,85,24,0.157128550032287
"8",3536,0.0163223933899531,347,57.6996606334842,74,31,0.151964816936921
"9",3536,0.0165799983359681,342,58.6102941176471,87,21,0.162869026994351
"10",3536,0.0179880253700871,359,63.5876696832579,86,20,0.166776784071216
