"","Graph size","Edge fraction","Max Degree","Mean Degree","Distinct Cliques >= l","Max Clique Size"
"1",20000,0.00291926596329817,593,58.3824,72,NA
"2",20000,0.00263606180309015,573,52.7186,62,NA
"3",20000,0.00268383419170959,567,53.674,70,NA
"4",20000,0.00289800490024501,639,57.9572,65,NA
"5",20000,0.0027086804340217,567,54.1709,70,NA
"6",20000,0.00278416920846042,634,55.6806,67,NA
"7",20000,0.00254214710735537,574,50.8404,66,NA
"8",20000,0.00271402070103505,570,54.2777,67,NA
"9",20000,0.00284902745137257,672,56.9777,61,NA
"10",20000,0.00288297914895745,663,57.6567,63,NA
